หมวดข้อมูล,จังหวัด,โรงพยาบาล,ตัวชี้วัด,ค่า,หน่วย,แหล่งข้อมูล,สถานะข้อมูล
ค่าจริง_Performance_C07,-,ลำพูน,C07_สถานพยาบาล,10714 โรงพยาบาลลำพูน,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,ลำพูน,C07_ร้อยละ,21.45,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,ลำพูน,C07_จำนวนผู้ป่วยในที่มีค่า AdjRW ทั้งหมด ในช่วงเวลาเดียวกัน,14131.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,ลำพูน,C07_จำนวนผู้ป่วยในที่มีค่า AdjRW น้อยกว่า 0.5 ในช่วงเวลาที่กำหนด,3031.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,ลำปาง,C07_ชื่อจังหวัด,ลำปาง,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,ลำปาง,C07_ระดับ,A,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,ลำปาง,C07_สถานพยาบาล,10672 โรงพยาบาลลำปาง,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,ลำปาง,C07_ร้อยละ,12.94,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,ลำปาง,C07_จำนวนผู้ป่วยในที่มีค่า AdjRW ทั้งหมด ในช่วงเวลาเดียวกัน,21708.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,ลำปาง,C07_จำนวนผู้ป่วยในที่มีค่า AdjRW น้อยกว่า 0.5 ในช่วงเวลาที่กำหนด,2808.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,แพร่,C07_ชื่อจังหวัด,แพร่,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,แพร่,C07_ระดับ,S,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,แพร่,C07_สถานพยาบาล,10715 โรงพยาบาลแพร่,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,แพร่,C07_ร้อยละ,16.79,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,แพร่,C07_จำนวนผู้ป่วยในที่มีค่า AdjRW ทั้งหมด ในช่วงเวลาเดียวกัน,13639.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,แพร่,C07_จำนวนผู้ป่วยในที่มีค่า AdjRW น้อยกว่า 0.5 ในช่วงเวลาที่กำหนด,2290.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,น่าน,C07_ชื่อจังหวัด,น่าน,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,น่าน,C07_ระดับ,S,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,น่าน,C07_สถานพยาบาล,10716 โรงพยาบาลน่าน,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,น่าน,C07_ร้อยละ,14.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,น่าน,C07_จำนวนผู้ป่วยในที่มีค่า AdjRW ทั้งหมด ในช่วงเวลาเดียวกัน,11391.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,น่าน,C07_จำนวนผู้ป่วยในที่มีค่า AdjRW น้อยกว่า 0.5 ในช่วงเวลาที่กำหนด,1595.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,พะเยา,C07_ชื่อจังหวัด,พะเยา,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,พะเยา,C07_ระดับ,S,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,พะเยา,C07_สถานพยาบาล,10717 โรงพยาบาลพะเยา,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,พะเยา,C07_ร้อยละ,17.98,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,พะเยา,C07_จำนวนผู้ป่วยในที่มีค่า AdjRW ทั้งหมด ในช่วงเวลาเดียวกัน,9210.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,พะเยา,C07_จำนวนผู้ป่วยในที่มีค่า AdjRW น้อยกว่า 0.5 ในช่วงเวลาที่กำหนด,1656.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,เชียงคำ,C07_ชื่อจังหวัด,พะเยา,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,เชียงคำ,C07_ระดับ,M1,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,เชียงคำ,C07_สถานพยาบาล,10718 โรงพยาบาลเชียงคำ,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,เชียงคำ,C07_ร้อยละ,21.6,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,เชียงคำ,C07_จำนวนผู้ป่วยในที่มีค่า AdjRW ทั้งหมด ในช่วงเวลาเดียวกัน,6693.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,เชียงคำ,C07_จำนวนผู้ป่วยในที่มีค่า AdjRW น้อยกว่า 0.5 ในช่วงเวลาที่กำหนด,1446.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,เชียงรายประชานุเคราะห์,C07_ชื่อจังหวัด,เชียงราย,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,เชียงรายประชานุเคราะห์,C07_ระดับ,A,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,เชียงรายประชานุเคราะห์,C07_สถานพยาบาล,10674 โรงพยาบาลเชียงรายประชานุเคราะห์,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,เชียงรายประชานุเคราะห์,C07_ร้อยละ,15.44,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,เชียงรายประชานุเคราะห์,C07_จำนวนผู้ป่วยในที่มีค่า AdjRW ทั้งหมด ในช่วงเวลาเดียวกัน,20052.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C07,-,เชียงรายประชานุเคราะห์,C07_จำนวนผู้ป่วยในที่มีค่า AdjRW น้อยกว่า 0.5 ในช่วงเวลาที่กำหนด,3097.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,นครพิงค์,C08_ชื่อจังหวัด,เชียงใหม่,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,นครพิงค์,C08_ระดับ,A,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,นครพิงค์,C08_สถานพยาบาล,10713 โรงพยาบาลนครพิงค์,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,นครพิงค์,C08_ร้อยละ,24.81,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,นครพิงค์,C08_จำนวนผู้ป่วยในที่มีค่า AdjRW ทั้งหมด ในช่วงเวลาเดียวกัน,24092.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,นครพิงค์,C08_จำนวนผู้ป่วยในที่มีค่า AdjRW 0.5-1 ในช่วงเวลาที่กำหนด,5978.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,ลำพูน,C08_ชื่อจังหวัด,ลำพูน,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,ลำพูน,C08_ระดับ,S,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,ลำพูน,C08_สถานพยาบาล,10714 โรงพยาบาลลำพูน,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,ลำพูน,C08_ร้อยละ,26.66,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,ลำพูน,C08_จำนวนผู้ป่วยในที่มีค่า AdjRW ทั้งหมด ในช่วงเวลาเดียวกัน,14131.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,ลำพูน,C08_จำนวนผู้ป่วยในที่มีค่า AdjRW 0.5-1 ในช่วงเวลาที่กำหนด,3768.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,ลำปาง,C08_ชื่อจังหวัด,ลำปาง,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,ลำปาง,C08_ระดับ,A,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,ลำปาง,C08_สถานพยาบาล,10672 โรงพยาบาลลำปาง,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,ลำปาง,C08_ร้อยละ,24.07,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,ลำปาง,C08_จำนวนผู้ป่วยในที่มีค่า AdjRW ทั้งหมด ในช่วงเวลาเดียวกัน,21708.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,ลำปาง,C08_จำนวนผู้ป่วยในที่มีค่า AdjRW 0.5-1 ในช่วงเวลาที่กำหนด,5225.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,แพร่,C08_ชื่อจังหวัด,แพร่,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,แพร่,C08_ระดับ,S,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,แพร่,C08_สถานพยาบาล,10715 โรงพยาบาลแพร่,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,แพร่,C08_ร้อยละ,27.66,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,แพร่,C08_จำนวนผู้ป่วยในที่มีค่า AdjRW ทั้งหมด ในช่วงเวลาเดียวกัน,13639.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,แพร่,C08_จำนวนผู้ป่วยในที่มีค่า AdjRW 0.5-1 ในช่วงเวลาที่กำหนด,3773.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,น่าน,C08_ชื่อจังหวัด,น่าน,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,น่าน,C08_ระดับ,S,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,น่าน,C08_สถานพยาบาล,10716 โรงพยาบาลน่าน,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,น่าน,C08_ร้อยละ,26.03,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,น่าน,C08_จำนวนผู้ป่วยในที่มีค่า AdjRW ทั้งหมด ในช่วงเวลาเดียวกัน,11391.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,น่าน,C08_จำนวนผู้ป่วยในที่มีค่า AdjRW 0.5-1 ในช่วงเวลาที่กำหนด,2965.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,พะเยา,C08_ชื่อจังหวัด,พะเยา,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,พะเยา,C08_ระดับ,S,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,พะเยา,C08_สถานพยาบาล,10717 โรงพยาบาลพะเยา,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,พะเยา,C08_ร้อยละ,29.95,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,พะเยา,C08_จำนวนผู้ป่วยในที่มีค่า AdjRW ทั้งหมด ในช่วงเวลาเดียวกัน,9210.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,พะเยา,C08_จำนวนผู้ป่วยในที่มีค่า AdjRW 0.5-1 ในช่วงเวลาที่กำหนด,2758.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,เชียงคำ,C08_ชื่อจังหวัด,พะเยา,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,เชียงคำ,C08_ระดับ,M1,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,เชียงคำ,C08_สถานพยาบาล,10718 โรงพยาบาลเชียงคำ,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,เชียงคำ,C08_ร้อยละ,30.91,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,เชียงคำ,C08_จำนวนผู้ป่วยในที่มีค่า AdjRW ทั้งหมด ในช่วงเวลาเดียวกัน,6693.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,เชียงคำ,C08_จำนวนผู้ป่วยในที่มีค่า AdjRW 0.5-1 ในช่วงเวลาที่กำหนด,2069.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,เชียงรายประชานุเคราะห์,C08_ชื่อจังหวัด,เชียงราย,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,เชียงรายประชานุเคราะห์,C08_ระดับ,A,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,เชียงรายประชานุเคราะห์,C08_สถานพยาบาล,10674 โรงพยาบาลเชียงรายประชานุเคราะห์,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,เชียงรายประชานุเคราะห์,C08_ร้อยละ,21.56,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,เชียงรายประชานุเคราะห์,C08_จำนวนผู้ป่วยในที่มีค่า AdjRW ทั้งหมด ในช่วงเวลาเดียวกัน,20052.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C08,-,เชียงรายประชานุเคราะห์,C08_จำนวนผู้ป่วยในที่มีค่า AdjRW 0.5-1 ในช่วงเวลาที่กำหนด,4323.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,นครพิงค์,C09_ชื่อจังหวัด,เชียงใหม่,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,นครพิงค์,C09_ระดับ,A,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,นครพิงค์,C09_สถานพยาบาล,10713 โรงพยาบาลนครพิงค์,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,นครพิงค์,C09_ร้อยละ,63.44,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,นครพิงค์,C09_จำนวนผู้ป่วยในที่มีค่า AdjRW ทั้งหมด ในช่วงเวลาเดียวกัน,24092.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,นครพิงค์,C09_จำนวนผู้ป่วยในที่มีค่า AdjRW มากกว่า 1 ในช่วงเวลาที่กำหนด,15284.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,ลำพูน,C09_ชื่อจังหวัด,ลำพูน,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,ลำพูน,C09_ระดับ,S,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,ลำพูน,C09_สถานพยาบาล,10714 โรงพยาบาลลำพูน,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,ลำพูน,C09_ร้อยละ,51.89,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,ลำพูน,C09_จำนวนผู้ป่วยในที่มีค่า AdjRW ทั้งหมด ในช่วงเวลาเดียวกัน,14131.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,ลำพูน,C09_จำนวนผู้ป่วยในที่มีค่า AdjRW มากกว่า 1 ในช่วงเวลาที่กำหนด,7332.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,ลำปาง,C09_ชื่อจังหวัด,ลำปาง,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,ลำปาง,C09_ระดับ,A,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,ลำปาง,C09_สถานพยาบาล,10672 โรงพยาบาลลำปาง,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,ลำปาง,C09_ร้อยละ,63.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,ลำปาง,C09_จำนวนผู้ป่วยในที่มีค่า AdjRW ทั้งหมด ในช่วงเวลาเดียวกัน,21708.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,ลำปาง,C09_จำนวนผู้ป่วยในที่มีค่า AdjRW มากกว่า 1 ในช่วงเวลาที่กำหนด,13675.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,แพร่,C09_ชื่อจังหวัด,แพร่,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,แพร่,C09_ระดับ,S,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,แพร่,C09_สถานพยาบาล,10715 โรงพยาบาลแพร่,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,แพร่,C09_ร้อยละ,55.55,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,แพร่,C09_จำนวนผู้ป่วยในที่มีค่า AdjRW ทั้งหมด ในช่วงเวลาเดียวกัน,13639.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,แพร่,C09_จำนวนผู้ป่วยในที่มีค่า AdjRW มากกว่า 1 ในช่วงเวลาที่กำหนด,7576.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,น่าน,C09_ชื่อจังหวัด,น่าน,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,น่าน,C09_ระดับ,S,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,น่าน,C09_สถานพยาบาล,10716 โรงพยาบาลน่าน,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,น่าน,C09_ร้อยละ,59.97,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,น่าน,C09_จำนวนผู้ป่วยในที่มีค่า AdjRW ทั้งหมด ในช่วงเวลาเดียวกัน,11391.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,น่าน,C09_จำนวนผู้ป่วยในที่มีค่า AdjRW มากกว่า 1 ในช่วงเวลาที่กำหนด,6831.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,พะเยา,C09_ชื่อจังหวัด,พะเยา,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,พะเยา,C09_ระดับ,S,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,พะเยา,C09_สถานพยาบาล,10717 โรงพยาบาลพะเยา,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,พะเยา,C09_ร้อยละ,52.07,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,พะเยา,C09_จำนวนผู้ป่วยในที่มีค่า AdjRW ทั้งหมด ในช่วงเวลาเดียวกัน,9210.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,พะเยา,C09_จำนวนผู้ป่วยในที่มีค่า AdjRW มากกว่า 1 ในช่วงเวลาที่กำหนด,4796.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,เชียงคำ,C09_ชื่อจังหวัด,พะเยา,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,เชียงคำ,C09_ระดับ,M1,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,เชียงคำ,C09_สถานพยาบาล,10718 โรงพยาบาลเชียงคำ,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,เชียงคำ,C09_ร้อยละ,47.48,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,เชียงคำ,C09_จำนวนผู้ป่วยในที่มีค่า AdjRW ทั้งหมด ในช่วงเวลาเดียวกัน,6693.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,เชียงคำ,C09_จำนวนผู้ป่วยในที่มีค่า AdjRW มากกว่า 1 ในช่วงเวลาที่กำหนด,3178.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,เชียงรายประชานุเคราะห์,C09_ชื่อจังหวัด,เชียงราย,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,เชียงรายประชานุเคราะห์,C09_ระดับ,A,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,เชียงรายประชานุเคราะห์,C09_สถานพยาบาล,10674 โรงพยาบาลเชียงรายประชานุเคราะห์,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,เชียงรายประชานุเคราะห์,C09_ร้อยละ,63.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,เชียงรายประชานุเคราะห์,C09_จำนวนผู้ป่วยในที่มีค่า AdjRW ทั้งหมด ในช่วงเวลาเดียวกัน,20052.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C09,-,เชียงรายประชานุเคราะห์,C09_จำนวนผู้ป่วยในที่มีค่า AdjRW มากกว่า 1 ในช่วงเวลาที่กำหนด,12632.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,นครพิงค์,C10_ชื่อจังหวัด,เชียงใหม่,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,นครพิงค์,C10_ระดับ,A,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,นครพิงค์,C10_สถานพยาบาล,10713 โรงพยาบาลนครพิงค์,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,นครพิงค์,C10_เฉลี่ย,3.43,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,นครพิงค์,C10_ผลรวมค่าน้ำหนักสัมพัทธ์ที่ปรับค่าแล้ว (Adj.RW) ของผู้ป่วยในทุกราย กลุ่ม OR Procedure,39085.79,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,นครพิงค์,C10_จำนวนผู้ป่วยใน กลุ่ม OR Procedure ที่จำหน่ายทั้งหมด,11408.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,ลำพูน,C10_ชื่อจังหวัด,ลำพูน,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,ลำพูน,C10_ระดับ,S,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,ลำพูน,C10_สถานพยาบาล,10714 โรงพยาบาลลำพูน,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,ลำพูน,C10_เฉลี่ย,2.53,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,ลำพูน,C10_ผลรวมค่าน้ำหนักสัมพัทธ์ที่ปรับค่าแล้ว (Adj.RW) ของผู้ป่วยในทุกราย กลุ่ม OR Procedure,15231.53,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,ลำพูน,C10_จำนวนผู้ป่วยใน กลุ่ม OR Procedure ที่จำหน่ายทั้งหมด,6029.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,ลำปาง,C10_ชื่อจังหวัด,ลำปาง,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,ลำปาง,C10_ระดับ,A,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,ลำปาง,C10_สถานพยาบาล,10672 โรงพยาบาลลำปาง,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,ลำปาง,C10_เฉลี่ย,3.51,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,ลำปาง,C10_ผลรวมค่าน้ำหนักสัมพัทธ์ที่ปรับค่าแล้ว (Adj.RW) ของผู้ป่วยในทุกราย กลุ่ม OR Procedure,34894.25,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,ลำปาง,C10_จำนวนผู้ป่วยใน กลุ่ม OR Procedure ที่จำหน่ายทั้งหมด,9953.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,แพร่,C10_ชื่อจังหวัด,แพร่,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,แพร่,C10_ระดับ,S,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,แพร่,C10_สถานพยาบาล,10715 โรงพยาบาลแพร่,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,แพร่,C10_เฉลี่ย,2.64,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,แพร่,C10_ผลรวมค่าน้ำหนักสัมพัทธ์ที่ปรับค่าแล้ว (Adj.RW) ของผู้ป่วยในทุกราย กลุ่ม OR Procedure,11572.09,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,แพร่,C10_จำนวนผู้ป่วยใน กลุ่ม OR Procedure ที่จำหน่ายทั้งหมด,4386.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,น่าน,C10_ชื่อจังหวัด,น่าน,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,น่าน,C10_ระดับ,S,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,น่าน,C10_สถานพยาบาล,10716 โรงพยาบาลน่าน,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_Performance_C10,-,น่าน,C10_เฉลี่ย,2.72,-,CMI Web (scraped 2569),ข้อมูลจริง
